iter	RMSE
1514	0.2152236343
1515	0.2151159081
1516	0.2150348802
1517	0.2149540021
1518	0.2148870286
1519	0.2147779884
1520	0.2146969893
1521	0.2146164334
1522	0.2145247309
1523	0.2144359069
1524	0.2143571471
1525	0.2143016523
1526	0.2142180814
1527	0.2141717469
1528	0.2140859088
1529	0.2140030264
1530	0.2139201595
1531	0.2138219307
1532	0.2137826155
1533	0.2137387691
1534	0.2136840818
1535	0.2136034482
1536	0.2135349815
1537	0.2134719048
1538	0.2134027505
1539	0.213344828
1540	0.2132395314
1541	0.213175664
1542	0.2130860157
1543	0.2129955864
1544	0.2128810435
1545	0.2128351027
1546	0.2127632111
1547	0.2126809922
1548	0.2126162958
1549	0.2125163179
1550	0.2124655703
1551	0.2123982451
1552	0.2123282335
1553	0.2122734739
1554	0.2121934615
1555	0.2120969365
1556	0.2120445972
1557	0.2119800452
1558	0.2119216785
1559	0.2118575072
1560	0.211787978
1561	0.2117290842
1562	0.2116855985
1563	0.2115958647
1564	0.2115595948
1565	0.2115230744
1566	0.211405509
1567	0.2113608266
1568	0.2112711012
1569	0.2112022571
1570	0.2111303784
1571	0.211044479
1572	0.2109779531
1573	0.2108797986
1574	0.2107849189
1575	0.210678509
1576	0.2106338477
1577	0.2105517587
1578	0.2104909704
1579	0.2104052881
1580	0.2103488248
1581	0.2102732328
1582	0.2101955104
1583	0.210113338
1584	0.210002767
1585	0.2099198614
1586	0.2097947264
1587	0.2097303509
1588	0.2096231365
1589	0.2095334001
1590	0.2094885254
1591	0.2094070577
1592	0.2093060677
1593	0.209212662
1594	0.2091457495
1595	0.2090647253
1596	0.2089746186
1597	0.2089148556
1598	0.2088560868
1599	0.2087924219
1600	0.2086554422
1601	0.2086024497
1602	0.2085447506
1603	0.2084675891
1604	0.2084190348
1605	0.2083480939
1606	0.2082953621
1607	0.2082093118
1608	0.2080763731
1609	0.2080312257
1610	0.2079532777
1611	0.2078292584
1612	0.2077821786
1613	0.207704142
1614	0.207649449
1615	0.2075306795
1616	0.2074718125
1617	0.2073768943
1618	0.2073328494
1619	0.2072766346
1620	0.2071935257
1621	0.2070863749
1622	0.2070198547
1623	0.2069817989
1624	0.2069067674
1625	0.2068582227
1626	0.20680787
1627	0.2067234583
1628	0.2066322533
1629	0.2065604619
1630	0.2064911162
1631	0.2063863607
1632	0.2062568133
1633	0.2061626251
1634	0.2060988849
1635	0.2060571309
1636	0.2060038968
1637	0.2059539849
1638	0.2058516533
1639	0.2058061746
1640	0.2057222135
1641	0.2055969675
1642	0.2055060394
1643	0.205434502
1644	0.2053609978
1645	0.2053241747
1646	0.2052179228
1647	0.2051335727
1648	0.2050508078
1649	0.2049322742
1650	0.2048532574
1651	0.2048192233
1652	0.2047758632
1653	0.2047265269
1654	0.2046702674
1655	0.2046224157
1656	0.204538785
1657	0.204419832
1658	0.2043837299
1659	0.2043203886
1660	0.2042550801
1661	0.2042143834
1662	0.2041765731
1663	0.2041070944
1664	0.2040478933
1665	0.2040023672
1666	0.2039450227
1667	0.203862313
1668	0.2038150773
1669	0.2037633329
1670	0.2037107275
1671	0.2036646964
1672	0.2036181448
1673	0.2035728794
1674	0.2035032687
1675	0.2034216394
1676	0.2033777303
1677	0.2033512845
1678	0.2032996721
1679	0.2032188786
1680	0.203131417
1681	0.2030512167
1682	0.2029947134
1683	0.2029384485
1684	0.2028696158
1685	0.2027894766
1686	0.2027260721
1687	0.2027038815
1688	0.2026465099
1689	0.2025670868
1690	0.2025196704
1691	0.2024808633
1692	0.2024301798
1693	0.2023754406
1694	0.2023281877
1695	0.2022688385
1696	0.2022022122
1697	0.2021594212
1698	0.2020974509
1699	0.2020187916
1700	0.2019525793
1701	0.2019004879
1702	0.2018264908
1703	0.2016846908
1704	0.2016379328
1705	0.2016062623
1706	0.2015259738
1707	0.2014888952
1708	0.2014484567
1709	0.2013641732
1710	0.2013092574
1711	0.2012633445
1712	0.2011734708
1713	0.2011189488
1714	0.2010609217
1715	0.2009882861
1716	0.2009232167
1717	0.2008473783
1718	0.2007740785
1719	0.200717952
1720	0.2006402436
1721	0.2005830453
1722	0.2004761302
1723	0.2004055317
1724	0.2003708563
1725	0.2003117877
1726	0.2002151753
1727	0.2001739606
1728	0.2001217071
1729	0.2000596758
1730	0.1999711622
1731	0.1998707219
1732	0.1998355353
1733	0.1997938137
1734	0.1996707386
1735	0.1995599223
1736	0.1994608883
1737	0.1994183958
1738	0.199347667
1739	0.1992815066
1740	0.1991884479
1741	0.1991536252
1742	0.1990546858
1743	0.1989778027
1744	0.1989204114
1745	0.1988466913
1746	0.1987944459
1747	0.1987340619
1748	0.1986787426
1749	0.198576826
1750	0.19853897
1751	0.1984932579
1752	0.1984366419
1753	0.1983790768
1754	0.1983165812
1755	0.1982584607
1756	0.1982213521
1757	0.1981584782
1758	0.198117996
1759	0.1980669827
1760	0.1980094412
1761	0.1979583528
1762	0.1978895958
1763	0.1978268017
1764	0.1977420587
1765	0.1976877343
1766	0.1976242056
1767	0.1975547343
1768	0.1974918121
1769	0.1974244359
1770	0.1973810584
1771	0.1973350362
1772	0.1972867167
1773	0.1972418777
1774	0.1971656743
1775	0.1971275359
1776	0.1970491441
1777	0.1970100353
1778	0.1969519338
1779	0.1969002573
1780	0.196858343
1781	0.196802782
1782	0.1967518211
1783	0.1966472589
1784	0.1965984903
1785	0.1965369338
1786	0.1964832075
1787	0.1964288341
1788	0.1963755028
1789	0.1963099342
1790	0.1962733111
1791	0.1962030351
1792	0.1960938611
1793	0.1960342611
1794	0.1960076513
1795	0.1959518378
1796	0.1958754413
1797	0.1958037612
1798	0.1957515203
1799	0.1956777822
1800	0.19562176
1801	0.1955576492
1802	0.1954947977
1803	0.1954467858
1804	0.1953364963
1805	0.1952821324
1806	0.1952104261
1807	0.1951903663
1808	0.195136512
1809	0.195074562
1810	0.1949944005
1811	0.1949378624
1812	0.1948805678
1813	0.1948178554
1814	0.1947011026
1815	0.1946327034
1816	0.1946016316
1817	0.1945425175
1818	0.1945093517
1819	0.1944513759
1820	0.1944227692
1821	0.1943728101
1822	0.1943129356
1823	0.1942573702
1824	0.1941742794
1825	0.1940965631
1826	0.1939817587
1827	0.1939095219
1828	0.1938560706
1829	0.1937781046
1830	0.1937183479
1831	0.1936732076
1832	0.1936135418
1833	0.1935612949
1834	0.1934437791
1835	0.1933652154
1836	0.1933332995
1837	0.1932658382
1838	0.1931967168
1839	0.1931604672
1840	0.1930685604
1841	0.1930261076
1842	0.1929697545
1843	0.1929200744
1844	0.1928513922
1845	0.1927487196
1846	0.1926775457
1847	0.1926164975
1848	0.1925213961
1849	0.1924187157
1850	0.1923911032
1851	0.1923280929
1852	0.1921852568
1853	0.1921325458
1854	0.1920920374
1855	0.1920115305
1856	0.1919445349
1857	0.1919009864
1858	0.1918559375
1859	0.1917921101
1860	0.1917445932
1861	0.1916884693
1862	0.1916060449
1863	0.1915807005
1864	0.1915317478
1865	0.1914826127
1866	0.1914537011
1867	0.1913874906
1868	0.1913324057
1869	0.1912870735
1870	0.1911928854
1871	0.1911410446
1872	0.1910775358
1873	0.1910034205
1874	0.1909474251
1875	0.1909026551
1876	0.1908353229
1877	0.1907769798
1878	0.1907369828
1879	0.1906349175
1880	0.1905631286
1881	0.190441981
1882	0.1903979682
1883	0.1903470259
1884	0.1902704329
1885	0.1902072522
1886	0.1901516666
1887	0.1900705855
1888	0.1899875618
1889	0.1899398986
1890	0.1898652641
1891	0.1898209491
1892	0.1897681046
1893	0.1897043282
1894	0.1896429881
1895	0.1895685822
1896	0.1894973153
1897	0.1894248232
1898	0.1893715779
1899	0.18933727
1900	0.1893081356
1901	0.1892531503
1902	0.1892118768
1903	0.1891768049
1904	0.1891175302
1905	0.1890354358
1906	0.1889871956
1907	0.1889637156
1908	0.1889338441
1909	0.1888828428
1910	0.1888178017
1911	0.1887816697
1912	0.1887093017
1913	0.1886567239
1914	0.1886110721
1915	0.1885405311
1916	0.1885064806
1917	0.188493301
1918	0.188452121
1919	0.1883610422
1920	0.1883279409
1921	0.1882685956
1922	0.1882093809
1923	0.188157638
1924	0.188091419
1925	0.1880237359
1926	0.187969746
1927	0.1878757893
1928	0.1878246409
1929	0.187754489
1930	0.1876929117
1931	0.1876399715
1932	0.1875934698
1933	0.1874740875
1934	0.1874326618
1935	0.1873879162
1936	0.1873396461
1937	0.18727142
1938	0.1872030001
1939	0.1871301339
1940	0.1870613216
1941	0.187001679
1942	0.1869661266
1943	0.1869032917
1944	0.1868733456
1945	0.1868153288
1946	0.18675717
1947	0.1867037488
1948	0.1866469801
1949	0.1866004762
1950	0.1865550071
1951	0.1864831068
1952	0.1864450249
1953	0.186398706
1954	0.1863419976
1955	0.1862802441
1956	0.1862440192
1957	0.1861334253
1958	0.1860661962
1959	0.1860239169
1960	0.185968221
1961	0.1859181713
1962	0.1858831403
1963	0.1858388454
1964	0.1857810546
1965	0.1857352778
1966	0.1856919208
1967	0.1856296574
1968	0.1855725411
1969	0.1854865053
1970	0.1854277566
1971	0.1853921455
1972	0.1853451251
1973	0.1852859702
1974	0.185237255
1975	0.1851899498
1976	0.1851261363
1977	0.1850582621
1978	0.1849627991
1979	0.1849303505
1980	0.184823085
1981	0.1847471803
1982	0.1846979663
1983	0.1846657994
1984	0.1846497861
1985	0.1846108597
1986	0.1845594987
1987	0.1845267237
1988	0.1844798774
1989	0.1844164583
1990	0.1843736554
1991	0.1843102597
1992	0.1842614912
1993	0.184225804
1994	0.184169376
1995	0.1840745621
1996	0.1840262286
1997	0.183989784
1998	0.1839576103
1999	0.1838562223
